source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5147,activepieces,Activepieces,Largest Open Source MCP Server. 285+ tools available as MCPs. You can self-host them or use them on our cloud,https://github.com/activepieces/activepieces,,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...Nwibe"", ""category"": null, ""description"": ""Largest Open Source MCP Server.\n\n285+ tools available as MCPs. You can self-host them or use them... | security_trust: ... self-host them or use them on our cloud"", ""github"": {""archived"": false, ""contributors_count"": 283, ""forks_count"": 2046, ""full_name"": ""activepi..."
glama,https://glama.ai/api/mcp/v1/servers,jrkv13cqfm,Israel Weather AI Agent,Israel Weather AI Agent,"Enables users to query real-time weather data for Israeli cities using natural language, automatically scraping a weather website via Playwright and returning AI-generated answers.",https://github.com/rivka414/MCP,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...: ""Israel Weather AI Agent"", ""namespace"": ""rivka414"", ""repository"": {""url"": ""https://github.com/rivka414/MCP""}, ""slug"": ""MCP"", ""spdxLicense"": nul..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,1871,ntropy-mcp,Ntropy MCP server,MCP server for enriching banking data using the Ntropy API,https://github.com/ntropy-network/ntropy-mcp,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ver for enriching banking data using the Ntropy API"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""... | security_trust: ...iching banking data using the Ntropy API"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""ntropy-networ..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:b5a2f7431626,microsoft/playwright-mcp,microsoft/playwright-mcp,"rieval"",""search""],""capabilities"":{""tools"":[""retrieve_from_knowledge_base""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""open-source"",""pricingNote"":""Server is free. AWS Bedrock Knowledge Bases has usage-based pricing."",""license"":""MIT"",""featured"":false,""verified",https://github.com/microsoft/playwright-mcp,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...ty\"":[\""claude-desktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. AWS Bedrock Knowledge Bases... | quality_benchmark: ...ed pricing.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySco... | provenance: ...sktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. AWS Bedrock Knowledge Bases has usage-based... | security_trust: ...S Bedrock Knowledge Bases has usage-based pricing.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""l..."
glama,https://glama.ai/api/mcp/v1/servers,u9ncaux4l6,emem,emem,"Cite-able, content-addressed, signed memory of every place on Earth",https://github.com/Vortx-AI/emem,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...u9ncaux4l6"", ""name"": ""emem"", ""namespace"": ""Vortx-AI"", ""repository"": {""url"": ""https://github.com/Vortx-AI/emem""}, ""slug"": ""emem"", ""spdxLicense"": {... | security_trust: ...pable""], ""description"": ""Cite-able, content-addressed, signed memory of every place on Earth"", ""environmentVariablesJsonSchema"": {""properties..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4665,Office-PowerPoint-MCP-Server,Office-PowerPoint-MCP-Server,"A MCP (Model Context Protocol) server for PowerPoint manipulation using python-pptx. This server provides tools for creating, editing, and manipulating PowerPoint presentations through the MCP protocol.",https://github.com/GongRzhe/Office-PowerPoint-MCP-Server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... PowerPoint presentations through the MCP protocol."", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 16, ""full_name"": ... | security_trust: ... presentations through the MCP protocol."", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 16, ""full_name"": ""GongRzhe/Off..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,235,mcp-weather-service-server,Mcp Weather Service Server,,https://github.com/Sunwood-ai-labs/mcp-weather-service-server,cloud-platforms,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""cloud-platforms"", ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""... | security_trust: ..."": ""cloud-platforms"", ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""Sunwood-ai-la..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.jeda/jeda-ai,ai.jeda/jeda-ai,,"Visual AI for strategic thinking — SWOT, flowcharts, mindmaps, Gantt diagrams as polished SVG.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...streamable-http"", ""url"": ""https://mcp.jeda.ai/mcp""}], ""version"": ""1.23.28"", ""websiteUrl"": ""https://jeda.ai""}}..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.chinamarketing/intelligence,ai.chinamarketing/intelligence,China Marketing AI Intelligence MCP,"Remote MCP server for China brand visibility, destination demand, and KOL discovery workflows.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...p""}], ""title"": ""China Marketing AI Intelligence MCP"", ""version"": ""1.0.1"", ""websiteUrl"": ""https://www.chinamarketing.ai""}}..."
glama,https://glama.ai/api/mcp/v1/servers,ve1b5h9jrx,aiskillstore,aiskillstore,"Agent-first skill marketplace MCP server. AI agents discover, install, and share skills across 7 platforms via MCP protocol. 15 tools including skill search, download, upload, and agent discovery.",https://github.com/garasegae/aiskillstore,hosting:remote-capable,absent,absent,structured_unverified,human_readable,machine_actionable,structured_unverified,False,3,1,"payment: ...ng:remote-capable""], ""description"": ""Agent-first skill marketplace MCP server. AI agents discover, install, and share skills across 7 platforms vi... | provenance: ...x"", ""name"": ""aiskillstore"", ""namespace"": ""garasegae"", ""repository"": {""url"": ""https://github.com/garasegae/aiskillstore""}, ""slug"": ""aiskillstore"",..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,761,minecraft-mcp-server,Minecraft MCP Server,An early prototype of a Model Context Protocol (MCP) server implementation integrating the Mineflayer API to interact with Minecraft,https://github.com/DennisTraub/minecraft-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ...ating the Mineflayer API to interact with Minecraft"", ""github"": null, ""id"": 761, ""name"": ""minecraft-mcp-server"", ""server_command"": null, ""ser..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.kawacode/mcp,ai.kawacode/mcp,Kawa Code MCP,"Intent tracking, decision recording, and team coordination for AI coding assistants",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...es"": [{""identifier"": ""@kawacode/mcp"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""5.0.4""}], ""repository"": {""source""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7552,mcp-server-gitlab,mcp-gitlab MCP Server (English),,https://github.com/ZephyrDeng/mcp-server-gitlab,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...g"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""ZephyrDeng/mc..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7930,gitlab-mcp-server,GitLab MCP Server,,https://github.com/Foxhunt/gitlab-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...t"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""Foxhunt/gitla..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.fathom.api/mcp,ai.fathom.api/mcp,,Give your AI assistant real meeting context via Fathom so every output grounded in your work,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...reamable-http"", ""url"": ""https://api.fathom.ai/mcp""}], ""version"": ""1.0.0"", ""websiteUrl"": ""https://api.fathom.ai/mcp""}}..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:4125ca5dd155,zapier/zapier-mcp,zapier/zapier-mcp,":{""tools"":[""keyword_research"",""serp_tracking"",""backlink_analysis"",""on_page_audit"",""content_analysis""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf""],""pricing"":""freemium"",""pricingNote"":""Server is free. DataForSEO API has usage-based pricing."",""license"":""Apache-2.",https://github.com/zapier/zapier-mcp,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...e-desktop\"",\""claude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""freemium\"",\""pricingNote\"":\""Server is free. DataForSEO API has usage-based... | quality_benchmark: ...ing.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""lastUpdated\"":\""2026-03-09\"",\""qualitySc... | provenance: ...r is free. DataForSEO API has usage-based pricing.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-... | security_trust: ...r is free. DataForSEO API has usage-based pricing.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,8086,text2sql-mcp-server,text2sql-mcp-server,,https://github.com/mariaccc/text2sql-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...c"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""mariaccc/text..."
glama,https://glama.ai/api/mcp/v1/servers,eagmpaz3wt,Perplexity API MCP Server,Perplexity API MCP Server,"Official MCP server for the Perplexity API Platform, enabling AI assistants to perform real-time web search, reasoning, and deep research using Sonar models.",https://github.com/Hanato238/perplexity-mcp,hosting:hybrid,absent,human_readable,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"sla_rate_limit: ...ITY_TIMEOUT_MS"": {""default"": ""300000"", ""description"": ""Timeout in milliseconds (default: 300000)"", ""type"": ""string""}}, ""required"": [""PERPLEXIT... | provenance: ...Perplexity API MCP Server"", ""namespace"": ""Hanato238"", ""repository"": {""url"": ""https://github.com/Hanato238/perplexity-mcp""}, ""slug"": ""perplexity-m... | security_trust: ...""PERPLEXITY_API_KEY"": {""description"": ""Your Perplexity API key"", ""type"": ""string""}, ""PERPLEXITY_BASE_URL"": {""default"": ""https://api.perplexity..."
glama,https://glama.ai/api/mcp/v1/servers,l3odo3r2ao,RGate MCP,RGate MCP,"Release gate agents call before they tell users a public website is ready to ship. Scans public websites across security, SEO, accessibility, legal compliance, and sustainability.",https://github.com/marcoldenburg/rgate-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..."", ""name"": ""RGate MCP"", ""namespace"": ""marcoldenburg"", ""repository"": {""url"": ""https://github.com/marcoldenburg/rgate-mcp""}, ""slug"": ""rgate-mcp"", ""... | security_trust: ...website is ready to ship. Scans public websites across security, SEO, accessibility, legal compliance, and sustainability."", ""environmentVariab..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,12852,pydantic-ai-researcher,pydantic-ai-researcher,"pydantic-ai-researcher is a research system that orchestrates an asynchronous loop between two specialized agents: a research agent and an evaluator agent. The research agent answers complex queries using external MCP servers, while the evaluator agent assesses and refines these answers, iterating until a satisfactory ",https://github.com/ibagur/pydantic-ai-researcher,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...terating until a satisfactory response is attained."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...til a satisfactory response is attained."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""ibagur/pydant..."
glama,https://glama.ai/api/mcp/v1/servers,a3k6gs0whv,legal-mcp,legal-mcp,"Enables US case law search, citation parsing, practice management via Clio, and federal court filings through PACER.",https://github.com/jscottym/legal-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...s0whv"", ""name"": ""legal-mcp"", ""namespace"": ""jscottym"", ""repository"": {""url"": ""https://github.com/jscottym/legal-mcp""}, ""slug"": ""legal-mcp"", ""spdxL... | security_trust: ...erties"": {""CLIO_TOKEN"": {""description"": ""Fallback Clio OAuth token"", ""type"": ""string""}, ""COURTLISTENER_TOKEN"": {""description"": ""Fallback Cou..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.autoblocks/ctxl-mcp,ai.autoblocks/ctxl-mcp,,Personal context management for AI assistants,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ackages"": [{""identifier"": ""ctxl-mcp"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""0.0.2""}], ""repository"": {""source""..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.filegraph/document-processing,ai.filegraph/document-processing,,"Extract text from documents, manipulate PDFs, and perform OCR via FileGraph API.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...mable-http"", ""url"": ""https://api.filegraph.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/filegraph/docconvert""}, ""vers..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,1723,offline-cline-mcp-marketplace,Offline Cline Marketplace,A project to periodically synchronize MCP servers from the official Cline Marketplace.,https://github.com/hangboss1761/offline-cline-mcp-marketplace,cloud-storage,absent,absent,structured_unverified,human_readable,machine_actionable,machine_actionable,False,3,2,"payment: ...ically synchronize MCP servers from the official Cline Marketplace."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""fu... | provenance: ...ze MCP servers from the official Cline Marketplace."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...ers from the official Cline Marketplace."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""hangboss1761/..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9940,remote-mcp-server,Remote MCP Server on Cloudflare,,https://github.com/merteraslan/remote-mcp-server,cloud-platforms,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...n"", ""category"": ""cloud-platforms"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 0, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""cloud-platforms"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 0, ""forks_count"": 0, ""full_name"": ""merteraslan/r..."
glama,https://glama.ai/api/mcp/v1/servers,exls26uhyp,ming-metaphysics-mcp,ming-metaphysics-mcp,"Provides five Chinese metaphysics engines (BaZi, QMDJ, ZWDS, Feng Shui, I Ching) as MCP tools for analysis and forecasting.",https://github.com/Espivc/ming-mcp,hosting:hybrid,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...name"": ""ming-metaphysics-mcp"", ""namespace"": ""Espivc"", ""repository"": {""url"": ""https://github.com/Espivc/ming-mcp""}, ""slug"": ""ming-mcp"", ""spdxLicen... | security_trust: ...cp""}, ""slug"": ""ming-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
glama,https://glama.ai/api/mcp/v1/servers,t1tz442vx1,Prizmad,Prizmad,"Generate AI UGC video ads from any product URL in 5 minutes. Realistic AI avatars, natural voiceover, proven ad templates. No actors, no editing, no experience required.",https://github.com/prizmad/Prizmad-MCP-server,"author:official,hosting:remote-capable",absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...{""attributes"": [""author:official"", ""hosting:remote-capable""], ""description"": ""Generate AI UGC video ads... | security_trust: ...es"": {""PRIZMAD_API_KEY"": {""description"": ""Your Prizmad API key"", ""type"": ""string""}, ""PRIZMAD_BASE_URL"": {""default"": ""https://prizmad.com"", ""de..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2914,chrome-control-mcp,Chrome API MCP Server,A Chrome browser control MCP server for AI assistants to directly interact with and control Chrome via Chrome DevTools Protocol,https://github.com/needsupport/chrome-control-mcp,browser-automation,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ...ith and control Chrome via Chrome DevTools Protocol"", ""github"": null, ""id"": 2914, ""name"": ""chrome-control-mcp"", ""server_command"": null, ""serv..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.bluenexus/universal-mcp,ai.bluenexus/universal-mcp,BlueNexus Universal MCP,"Connect your AI to all your data - 200+ sources, intelligently filtered, compliance-ready.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...enexus.ai/mcp""}], ""title"": ""BlueNexus Universal MCP"", ""version"": ""0.13.1""}}..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.cookiy/cookiy,ai.cookiy/cookiy,Cookiy,"AI user research via study creation, interviews, recruitment, and reports.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...amable-http"", ""url"": ""https://s-api.cookiy.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/cookiy-ai/cookiy-skill""}, ""ti..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.cookiy/cookiy,ai.cookiy/cookiy,Cookiy,"AI user research via study creation, interviews, recruitment, and reports.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...amable-http"", ""url"": ""https://s-api.cookiy.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/cookiy-ai/cookiy-skill""}, ""ti..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.cookiy/cookiy,ai.cookiy/cookiy,Cookiy,"AI user research through MCP: studies, AI interviews, recruitment, and insight reports.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...amable-http"", ""url"": ""https://s-api.cookiy.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/cookiy-ai/cookiy-code""}, ""tit..."
glama,https://glama.ai/api/mcp/v1/servers,ntrhtsg0bk,ctxnest,ctxnest,"Stop wasting tokens! CtxNest is a local-first context manager that bridges your files and AI agents (Claude, Cursor, Gemini). * 41 MCP Tools: The most advanced toolset for AI history & search. * Token Efficient: Agents fetch only what they need, saving you cost. * Time Travel: Revert any file to a previous version inst",https://github.com/safiyu/ctxnest,hosting:local-only,human_readable,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"pricing: ...fficient: Agents fetch only what they need, saving you cost.\n* Time Travel: Revert any file to a previous version instantly.\n* Web Clippi... | provenance: ...ou cost.\n* Time Travel: Revert any file to a previous version instantly.\n* Web Clipping: Save any webpage as clean Markdown."", ""environmentV... | security_trust: ... The most advanced toolset for AI history & search.\n* Token Efficient: Agents fetch only what they need, saving you cost.\n* Time Travel: R..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4670,opensearch-mcp-server,OpenSearch MCP Server,OpenSearch MCP Server: Open-source search cluster management component,https://github.com/seohyunjun/opensearch-mcp-server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...and-data"", ""description"": ""OpenSearch MCP Server: Open-source search cluster management component"", ""github"": {""archived"": false, ""contributo... | security_trust: ...urce search cluster management component"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 4, ""full_name"": ""seohyunjun/op..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5757,awslabs-nova-canvas-mcp-server,Awslabs Nova Canvas Mcp Server,,https://github.com/awslabs/mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""developer-tools"", ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 71, ""forks_count"": 366, ""full_name""... | security_trust: ..."": ""developer-tools"", ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 71, ""forks_count"": 366, ""full_name"": ""awslabs/mc..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:74cee6f1f0fb,stripe/agent-toolkit,stripe/agent-toolkit,"quiredEnv"":[],""category"":""ai-ml"",""tags"":[""thinking"",""reasoning"",""problem-solving"",""chain-of-thought"",""analysis""],""capabilities"":{""tools"":[""sequentialthinking""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf"",""continue""],""pricing"":""open-source"",""license"":""MIT"",""fea",https://github.com/stripe/agent-toolkit,curated_registry,human_readable,absent,human_readable,human_readable,machine_actionable,human_readable,False,1,1,"pricing: ...""claude-code\"",\""cursor\"",\""windsurf\"",\""continue\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""da... | quality_benchmark: ...open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySco... | payment: ...ed\"":\""2026-03-01\"",\""qualityScore\"":95},{\""id\"":\""mcp-stripe\"",\""name\"":\""Stripe MCP Server\"",\""tagline\"":\""Interact with the Stripe API for... | provenance: ...cursor\"",\""windsurf\"",\""continue\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026... | security_trust: ...windsurf\"",\""continue\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""l..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,14204,MyMCP,MyMCP,"A collection of Model Context Protocol (MCP) servers providing various integrations and capabilities for MCP-compatible clients like Claude Desktop, VS Code, and other AI applications.",https://github.com/AnalyticAce/MyMCP,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...Claude Desktop, VS Code, and other AI applications."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...top, VS Code, and other AI applications."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""AnalyticAce/M..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:ebf2417e2d60,mendableai/firecrawl-mcp-server,mendableai/firecrawl-mcp-server,"mponents"",""styles"",""design-tokens""],""capabilities"":{""tools"":[""get_file"",""list_components"",""get_node"",""get_styles"",""get_images""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""open-source"",""pricingNote"":""Server is free. Figma API requires a Figma account."",""licen",https://github.com/mendableai/firecrawl-mcp-server,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...ty\"":[\""claude-desktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. Figma API requires a Figma ... | quality_benchmark: ...ma account.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...sktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. Figma API requires a Figma account.\"",\""lic... | security_trust: ...erver is free. Figma API requires a Figma account.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5353,manim-mcp-server,Manim MCP Server,,https://github.com/abhiemj/manim-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...j"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 38, ""full_name"": ... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 38, ""full_name"": ""abhiemj/mani..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9893,falahgs_Gemini-Data-Analysis-Research-MCP-Server,Gemini Data Analysis & Research MCP Server,Mirror of,https://github.com/MCP-Mirror/falahgs_Gemini-Data-Analysis-Research-MCP-Server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ry"": ""research-and-data"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...rch-and-data"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""MCP-Mirror/fa..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.gomarble/mcp-api,ai.gomarble/mcp-api,,GoMarble MCP API Server,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...se"", ""url"": ""https://apps.gomarble.ai/mcp-api/sse""}], ""repository"": {}, ""version"": ""1.0.0""}}..."
